時間	通訊碼
01:07:15.703	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:16.043	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:16.084	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 05 BD 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 05 BD 3E 52 00 00 00 00 |
01:07:16.741	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:16.754	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:17.140	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:17.181	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 05 BD 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 05 BD 3E 52 00 00 00 00 |
01:07:17.798	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:17.811	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:18.192	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:18.203	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 1F F2 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 1F F2 3E 52 00 00 00 00 |
01:07:18.752	WRITE_CALL: FC16 addr=95 values=0000 4248
01:07:18.752	TX: | 00 01 00 00 00 0B 01 10 00 5F 00 02 04 00 00 42 48 |
01:07:18.793	RX: | 00 01 00 00 00 06 01 10 00 5F 00 02 |
01:07:18.834	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:18.848	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:19.270	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:19.310	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA A3 05 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 A3 05 3E 52 00 00 00 00 |
01:07:19.889	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:19.902	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:20.352	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:20.357	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 0B E0 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 0B E0 3E 53 00 00 00 00 |
01:07:20.938	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:20.952	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:21.389	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:21.395	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 0B E0 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 0B E0 3E 53 00 00 00 00 |
01:07:21.993	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:22.007	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:22.441	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:22.446	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 8E F3 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 8E F3 3E 53 00 00 00 00 |
01:07:23.123	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:23.136	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:23.457	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:23.467	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 12 06 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 12 06 3E 54 00 00 00 00 |
01:07:24.163	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:24.183	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:24.483	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:24.490	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 12 05 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 12 05 3E 54 00 00 00 00 |
01:07:25.223	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:25.236	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:25.517	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:25.523	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA F7 CE 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 F7 CE 3E 53 00 00 00 00 |
01:07:26.262	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:26.278	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:26.533	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:26.538	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 2C 3D 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 2C 3D 3E 54 00 00 00 00 |
01:07:27.320	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:27.334	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:27.584	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:27.589	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 12 05 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 12 05 3E 54 00 00 00 00 |
